Date,Model,TimeWindows,T_MAE,T_RMSE,T_R2,T_MAPE,H_MAE,H_RMSE,H_R2,H_MAPE
2019-09-23,linear_regression,30,0.055944814878458,0.0751452710417053,0.7642890910948574,0.002575858637358,0.2296096026614016,0.3387239764457228,0.8084764616275476,0.0054716116753502
2019-09-24,linear_regression,7,0.0655441275722784,0.0843618591526902,0.9563461029816948,0.0031068215701357,0.2208059475334173,0.2883759270700199,0.992647784680976,0.0048743416887468
2019-09-25,linear_regression,14,0.0624254924059747,0.082620120966738,0.8774430853539876,0.0031279640207149,0.2576595506773886,0.3810839707931452,0.8457363031015296,0.0049899869965489
2019-09-26,linear_svr,7,0.0595774962105169,0.0810353572392941,0.9888939710432424,0.0029868848309833,0.3323322533396474,0.4445572645377167,0.9527948786714208,0.0062186169361352
2019-09-27,linear_svr,7,0.0409532862093341,0.0609145141881101,0.9906268214765954,0.0018661751446098,0.1547718220231329,0.2390450784754969,0.948724439352892,0.0032472306084697
2019-09-28,linear_svr,14,0.0347598976488449,0.0546569801877422,0.9886704565211744,0.0014609315263545,0.6512131984932996,0.6793046337567744,-0.924515364628426,0.0134074647516245
2019-09-29,linear_tree_regressor,14,0.0365912860256809,0.0508972149047004,0.9855537245318964,0.0014771210345222,0.1784991604464868,0.2852052427801717,0.8166575767539352,0.0038406684966462
2019-09-30,linear_svr,7,0.0539859260052052,0.0739043506937919,0.9582873201135128,0.0021663070059556,0.3569081450357095,0.4300852024694325,0.9708460953997208,0.0073204079388274
2019-10-01,linear_svr,7,0.065420045630403,0.0878492896277854,0.9508994382395493,0.0027188113597196,0.3026161341543928,0.4346301637722422,0.968712742665738,0.0063833473281158
2019-10-02,linear_regression,30,0.0515854824006672,0.0945361692094348,0.9836082444931584,0.0020826418691329,0.1783723476400845,0.2564184968638002,0.8339371785347026,0.0038215566273273
2019-10-03,linear_regression,30,0.0874019705325018,0.1517314858640293,0.8005449025649355,0.003450096140246,0.2741703407117959,0.4310948027336893,0.9414577830451144,0.0061860175502016
2019-10-04,linear_regression,7,0.0726194559554579,0.102280998824002,0.9688778899247166,0.0031341574149315,0.2606652637424828,0.4306920561267759,0.9318215141425712,0.0055777024605949
2019-10-05,linear_regression,14,0.0634266468181545,0.0839314491803645,0.9715082518940804,0.0029437534442688,0.2042320226113312,0.3363193983682477,0.9003910101077133,0.0039735794645691
2019-10-06,linear_regression,7,0.0488721028816408,0.0674509685683953,0.9854892489327294,0.0025050230558803,0.6441767914676102,0.6688678138828287,0.439978172518931,0.0122847819404485
2019-10-07,linear_regression,7,0.0604039939948885,0.0822213371569522,0.9931074352955048,0.0030596081942402,0.24867106473845,0.351336109672104,0.9946457266402018,0.0049667421177146
2019-10-08,linear_regression,30,0.0691633127558179,0.0932629922242561,0.9772771559170584,0.003287890128286,0.2188299602962536,0.3021863206275071,0.9715630029285116,0.0051166887061055
2019-10-09,linear_regression,7,0.0902767086561307,0.1111287836054518,0.9877972244654348,0.0044286573982209,0.3120560285926513,0.3808411582383584,0.9694726364469092,0.0085498291815793
2019-10-10,linear_regression,14,0.0636028628314742,0.0849165732082457,0.9728334764660708,0.0029839499172169,0.2886424073050397,0.4110974202335282,0.7166830079918142,0.0073806883294186
2019-10-11,linear_regression,30,0.0687803546716336,0.0912013063960798,0.8055754434274964,0.0031871502696413,0.2242565125201345,0.3364115422436505,0.7764418791049545,0.0056529575946114
2019-10-12,linear_regression,30,0.0680781344158055,0.0915371091368539,0.8810157238703535,0.0031354115991323,0.2077414768426174,0.2784026521222131,0.9300788776747598,0.0052327832358818
2019-10-13,linear_regression,30,0.0645508922975741,0.091631033839538,0.9086397666254088,0.003172750203479,0.3357459206148956,0.4547938185936306,0.8310090490366528,0.008467536921966
2019-10-14,linear_regression,7,0.0635640846701155,0.0868833682515175,0.9968715065019684,0.0029612519093825,0.5693380226271759,0.629208291311318,0.8870939421843423,0.013574214881829
2019-10-15,linear_regression,14,0.0306059717088123,0.0467967186375643,0.979132453494952,0.0013379605527087,0.2186146275498846,0.2652049786162129,0.7981545134069303,0.0048450630535064
2019-10-16,linear_regression,30,0.0616233945592088,0.1652301371830681,0.9769496902278584,0.0025726455258737,0.2751780848177618,0.9095276876213276,0.959591520882773,0.0068516465360509
2019-10-17,linear_svr,7,0.0464729388445102,0.0603383675966302,0.9715343512572774,0.0018388310012964,0.507018546027041,0.5578809718176297,-0.0349103574385818,0.0129444976016799
2019-10-18,linear_regression,30,0.0396645924067515,0.0564980520108452,0.993392582219586,0.0015621528997373,0.376461187228446,0.8067972461199222,0.9369183821810908,0.0101392338800863
2019-10-19,linear_regression,7,0.0354248336757502,0.0527025593996395,0.9689120650840528,0.0014579831495495,0.358518628733842,0.5899730237218377,0.9294526326873308,0.0096007307935879
2019-10-20,linear_tree_regressor,7,0.033762823838454,0.044435115831697,0.9403844149174372,0.0014058892652909,0.44079474826626,0.5790421687893224,0.9362782351534056,0.012089002815503
2019-10-21,xgbrf_regressor,7,0.0369055763191276,0.049961912414021,0.8364907711611865,0.0015312620458355,0.311068800065901,0.6662109896816675,0.938225474160618,0.0085281978329288
2019-10-22,linear_regression,7,0.0268841944932201,0.0472552931466148,0.8693311480202506,0.0011435853134154,0.2571097623528373,0.4045044816496926,0.8771635908689546,0.0070264043537017
2019-10-23,xgbrf_regressor,30,0.0563339071740632,0.1316045764979577,0.7917544440695011,0.0023743971480425,0.4539958801269529,0.7776535557885836,0.5865422577375634,0.012353879102416
2019-10-24,linear_regression,7,0.0508484650386251,0.0728294120773627,0.9496678559997188,0.0021676790027992,0.2701083171990357,0.356712660860823,0.729211707288576,0.0073961920202136
