date,model,window_size,t3_mae,t3_rmse,t3_mape,1,[,2,3,4
2019-09-24,linear_regression,7,0.0655441275722784,0.08436185915269027,95.63461029816948,0.003106821570135735,0.22080594753341734,0.28837592707002,0.992647784680976,0.004874341688746804
2019-09-25,linear_regression,14,0.06242549240597476,0.08262012096673804,87.74430853539876,0.003127964020714917,0.25765955067738866,0.3810839707931452,0.8457363031015296,0.004989986996548904
2019-09-26,linear_regression,7,0.06190882112489285,0.08114426127735233,98.82076521525927,0.0031058298650937324,0.31382691284444514,0.4313923715098368,0.9542239303151988,0.0059544588735832476
2019-09-27,linear_regression,14,0.04540276546191415,0.06418705813212137,98.92637384840451,0.0020765879467466893,0.15757014299079256,0.23780513104031584,0.947708558532512,0.003304445766328343
2019-09-28,linear_regression,30,0.03610183949065743,0.055251714987358126,98.83947826948756,0.0015171284004783258,0.13118398000879505,0.2286903646436291,0.7795821498308093,0.002746014285939241
2019-09-29,linear_regression,1,0.03931736343781125,0.05386241555176071,98.39804566680652,0.0015841963895107589,0.3476546853996494,0.3916139486085754,0.6692123295921928,0.007425800127785961
2019-09-30,linear_regression,7,0.0516872184527171,0.07458923229524615,95.72649502997236,0.002078346854417596,0.21516035610426892,0.28770436587375786,0.9863139667793199,0.0044582337195216695
2019-10-01,linear_regression,14,0.06418874362077442,0.08797985752387684,95.00688983671222,0.0026735598355168088,0.2386977714399597,0.3865950580239249,0.9761337261413824,0.005053624328208549
2019-10-02,linear_regression,30,0.05158548240066727,0.09453616920943488,98.36082444931584,0.0020826418691329692,0.17837234764008458,0.2564184968638002,0.8339371785347026,0.0038215566273273696
2019-10-03,linear_regression,30,0.08740197053250183,0.15173148586402935,80.05449025649355,0.003450096140246081,0.2741703407117959,0.4310948027336893,0.9414577830451144,0.006186017550201637
2019-10-04,linear_regression,7,0.07261945595545792,0.10228099882400207,96.88778899247166,0.0031341574149315807,0.2606652637424828,0.430692056126776,0.9318215141425712,0.005577702460594947
2019-10-05,linear_regression,14,0.06342664681815459,0.08393144918036452,97.15082518940804,0.002943753444268873,0.20423202261133125,0.33631939836824776,0.9003910101077133,0.003973579464569164
2019-10-06,linear_regression,7,0.048872102881640817,0.06745096856839539,98.54892489327294,0.00250502305588039,0.6441767914676102,0.6688678138828287,0.439978172518931,0.012284781940448521
2019-10-07,linear_regression,7,0.06040399399488858,0.0822213371569522,99.31074352955048,0.0030596081942402165,0.2486710647384501,0.35133610967210405,0.9946457266402018,0.004966742117714647
2019-10-08,linear_regression,30,0.06916331275581794,0.0932629922242561,97.72771559170585,0.0032878901282860982,0.21882996029625365,0.3021863206275072,0.9715630029285116,0.005116688706105566
2019-10-09,linear_regression,7,0.0902767086561307,0.11112878360545188,98.77972244654349,0.004428657398220986,0.3120560285926513,0.3808411582383584,0.9694726364469092,0.008549829181579358
2019-10-10,linear_regression,14,0.06360286283147422,0.08491657320824575,97.28334764660708,0.002983949917216985,0.2886424073050397,0.4110974202335282,0.7166830079918142,0.007380688329418662
2019-10-11,linear_regression,30,0.06878035467163368,0.09120130639607987,80.55754434274964,0.0031871502696413424,0.22425651252013454,0.3364115422436505,0.7764418791049545,0.005652957594611499
2019-10-12,linear_regression,30,0.06807813441580553,0.09153710913685398,88.10157238703536,0.003135411599132349,0.20774147684261746,0.2784026521222132,0.9300788776747598,0.005232783235881815
2019-10-13,linear_regression,30,0.06455089229757417,0.091631033839538,90.86397666254088,0.0031727502034790585,0.3357459206148957,0.4547938185936306,0.8310090490366528,0.008467536921966078
2019-10-14,linear_regression,7,0.06356408467011554,0.08688336825151757,99.68715065019684,0.00296125190938252,0.5693380226271759,0.629208291311318,0.8870939421843423,0.013574214881829059
2019-10-15,linear_regression,14,0.030605971708812393,0.046796718637564336,97.9132453494952,0.0013379605527087672,0.21861462754988467,0.2652049786162129,0.7981545134069303,0.004845063053506451
2019-10-16,linear_regression,30,0.06162339455920882,0.1652301371830681,97.69496902278584,0.002572645525873769,0.2751780848177618,0.9095276876213276,0.959591520882773,0.006851646536050918
2019-10-17,linear_regression,7,0.04779027442676664,0.06161294623767004,96.9017517625039,0.0018881468273584195,0.17817929136967506,0.2717139760432976,0.7562039548182862,0.004587713918061774
2019-10-18,linear_regression,30,0.03966459240675156,0.056498052010845214,99.33925822195859,0.0015621528997373695,0.37646118722844607,0.8067972461199222,0.9369183821810908,0.010139233880086338
2019-10-19,linear_regression,7,0.03542483367575027,0.05270255939963952,96.89120650840528,0.0014579831495495244,0.35851862873384205,0.5899730237218377,0.9294526326873308,0.009600730793587942
2019-10-20,linear_regression,1,0.04016956539440505,0.05115313284352363,91.59913776250934,0.0016707567684865125,0.2848169318527632,0.4890130335754148,0.9558121215814216,0.0076589236235438795
2019-10-21,linear_regression,14,0.03220960811016253,0.050694544707166916,82.19049581006242,0.0013371971895411382,0.312729593223041,0.7187335102506908,0.9210342492409201,0.008462270941521379
2019-10-22,linear_regression,7,0.02688419449322019,0.04725529314661482,86.93311480202506,0.001143585313415433,0.2571097623528373,0.4045044816496927,0.8771635908689546,0.00702640435370171
2019-10-23,linear_regression,30,0.05696565125134435,0.14032267331069134,79.12744811057324,0.0023952690713850322,0.3241992461366449,0.6639597574587479,0.7454731270848263,0.008840251553827625
2019-10-24,linear_regression,7,0.05084846503862511,0.07282941207736275,94.96678559997189,0.0021676790027992067,0.2701083171990357,0.35671266086082304,0.7292117072885759,0.0073961920202136825
